identificador,nro_encuesta,zona,asentamiento,ciudad,tipo_formacion,tipo_formacion_otro,origen,origen_otro,poblador_mas_antiguo,poblador_mas_nuevo,superficie,numero_lotes,medida_lotes,numero_aprox_viviendas,numero_aprox_viviendas_precarias,numero_aprox_viviendas_precarias_otro,multiples_familias,tipo_propiedad,tipo_propiedad_fiscal,esta_loteada,plano_aprobado_muni,plano_aprobado_sas,conocimiento_adjudicacion,encargado_asignacion_lotes,encargado_asignacion_lotes_otros,ultima_salida_familia,desalojos,titulo_lotes,proceso_de_transferencia_titulos,razon_proceso_legalizacion,razon_proceso_legalizacion_otro,apoyo_organizacion,institucion_encargada_legalizacion,instucion_encargada_legalizacion_otro,legalizacion_etapa,legalizacion_etapa_otro,lotes_vendidos,lotes_vendidos_responsables,lotes_vendidos_precio,lotes_vendidos_destino,lotes_vendidos_destino_otro,excretas,escretas_otros,agua_tipo_provision,agua_tipo_conexion_regular,agua_tipo_provision_otro,agua_cantidad_familias,energia_tipo_provision,energia_cantidad_medidor,agua,agua_tiempo_tramites,agua_ano_obtencion,energia,energia_tiempo_tramites,energia_ano_obtencion,eliminacion_basura_tipo,eliminacion_basura_tipo_otro,cocina_metodo,cocina_metodo_otro,vias_acceso_material,vias_acceso_material_otro,caminos_material,caminos_material_otro,caminos_estado,calles_delimitadas_nombradas,calles_delimitadas_nombradas_otro,alumbrado_publico,alumbrado_publico_otro,alumbrado_publico_extension,alumbrado_publico_extension_otro,ong_asistencia,ong_proyectos,ong_familias_beneficiadas,ong_inicio_trabajos,programas_viviendas,programas_viviendas_lista,programas_viviendas_tipo,comision_vecinal,cooperativa,comedores,junta_saneamiento,guarderias,otras_organizaciones_asentamiento,ninguna_organizacion,comision_vecinal_participantes,organizacion_social_otro,comision_vecinal_eleccion_mecanismo,ribera_rio,arroyo,cerro,basurero,lineas_alta_tension,barrio_residencial,barranco,cantera,humedales,fabricas,ruta,lugares_cercanos_otro,distanica_comisaria,distancia_fiscalia_barrial,distancia_puesto_salud,distancia_hospital_publico,distancia_escuela_publica,distancia_escuela_privada,distancia_colegio_nacional,distancia_universidad,distancia_instituto_tecnico,distancia_transporte_publico,distancia_supermercado,distancia_centro_comunitario,distancia_cancha_deportiva,distancia_iglesia,distancia_zona_verde,distancia_comite_politico,obs_generales_lugar,problema_violencia,problema_desempleo,problema_drogadiccion,problema_educacion,problema_agua_potable,problema_salud,problema_falta_energia,problema_eliminacion_basura,problema_camino,problema_union_vecinos,problema_otro,aspectos_positivos,observaciones_grales,datos_adjuntos,asentamiento_intervenido_techo
318,438,1,san miguel,san antonio,migracion por factores economicos,,ocupacion de tierras cedidas por el estado,,2003,menos de 1 año,10000,15,200,15,5,,si,sas,,si,si,si,si,sas,,1 año,no,si,,,,si,sas,,en tramite con la sas,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,,inodoro con pozo ciego,conexión regular,pozo comunal,,100,irregular,0,si,entre 1 y 3 meses,,no,,,tira y quema,,leña y carbón,,,,tierra,,regular,únicamente en la calle principal del barrio,,no,,,,no,,,,no,,vivienda,si,no,no,no,no,si,no,15,,asamblea,si,no,no,no,no,no,si,no,si,si,si,,entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),"arroyos contaminados, aguas servidas",,,,,,,1,3,,2,barranco,la union entre los vecinos y que cada uno lucha por avanzar,,,no
317,472,,san jorge 2,san antonio,migracion por factores economicos,,ocupacion de tierras cedidas por el estado,,2008,entre 2 y 3 años,800,12,190,12,3,,no,privada,,si,si,si,si,comision vecinal,,no hubo abandono,no,si,,,en proceso,no,,,finalizando,,si,los propios vecinos,ns/nr,ns/nr,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,aguateria privada,,100,irregular,,si,entre 1 y 3 meses,,no,,,servicio de recolección pagado,,leña y carbón,,tierra,,tierra,,regular,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,abrazo,no,si,no,no,no,,no,8,,,no,no,no,no,no,no,no,no,no,no,si,,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),dentro del asentamiento,a menos de 10 cuadras (1 km),,,1,,,,,3,,2,,,,,,no
316,523,8,san jorge 1,san antonio,f,municipal de terrenos,ocupacion ilegal,,2005,entre 5 y 10 años,4320,24,180,24,2,,si,sas,,no,si,no,si,comision vecinal,,no hubo abandono,no,si,,,en proceso,si,municipalidad,,iniciando,,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,aguateria privada,,100,ANDE,,si,entre 1 y 3 meses,,si,mas de un año,,servicio de recolección pagado,,electricidad,,,,asfalto,,regular,en todas las calles del barrio,,hechos por los vecinos,,en todas las calles del asentamiento,,si,capacitaciones-trabajo,,5,no,,deinsercion laboral,si,no,no,no,no,,no,,,votacion,no,no,no,no,no,no,no,no,no,si,si,,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),,,b,,,,,,,,,,el interes en progreso,,,Programa de Vivienda
315,466,,san blas 2,san antonio,f,motivos particulares,ocupacion de tierras cedidas por el estado,,2005,entre 5 y 10 años,,17,84,17,1,,si,sas,,si,en proceso,si,si,sas,,mas de 2 años,no,si,,,en proceso,no,,,en tramite con la sas,,si,los propios vecinos,ns/nr,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",aguateria privada,100,ANDE,100,si,entre 1 a 3 meses,,si,entre 6 meses y un año,,tira y quema,,gas,,asfalto,,,,bueno,en todas las calles del barrio,,hechos por los vecinos,,en todas las calles del asentamiento,,no,,,,si,sas,salud,no,no,no,no,no,tienen que renavar su comision,no,,,,no,si,no,no,no,si,si,no,si,si,no,,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),dentro del asentamiento,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,2,,,,1,,3,,,titulos,"no hay problemas, son muy unidos porque son pocos",,,no
314,451,1,san blas,san antonio,migracion por factores economicos,,ocupacion ilegal,,2011,menos de 1 año,2769,13,180,15,6,,si,municipal,,si,en proceso,no,si,h,cada uno elige,no hubo abandono,no,si,,,en proceso,no,,,iniciando,,si,los propios vecinos,más de 500.000Gs,para uso particular del vendedor,,,tambor,conexión regular,aguateria privada,,50,irregular,0,si,entre 3 y 6 meses,,no,,,servicio de recolección gratuito,,leña y carbón,,asfalto,,,,malo,únicamente en la calle principal del barrio,,no,,,,no,,,,no,,salud y educacion,si,no,no,no,no,,no,14,,asamblea,no,no,no,si,si,no,si,no,no,no,si,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),"se tiran las basuras en un barranco al lado de sus casas, el espacio fisico no esta bien distribuido, no tienen pisos, el suelo es arena, la conexión de luz es directa, se encuentran cerca de la alta tension",,,,3,,2,1,,,,,la union entre los vecinos,,,no
313,476,1,sagrado corazon,san antonio,ns/nr,,mediante una asociacion social,,2007,entre 5 y 10 años,7327,30,240,29,10,,no,sas,,si,si,si,si,un miembro del asentamiento,,mas de 2 años,no,si,,,en proceso,si,municipalidad,,,en proceso,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,aguateria privada,,100,ANDE,,si,mas de un año,,si,4,,tira y quema,,gas,,asfalto,,,,bueno,únicamente en la calle principal del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,si,,ayuda en la parte de salud (remedios),no,no,no,no,no,,si,,,,no,no,no,no,no,no,no,no,si,si,si,,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),calles angostas que dificultan el acceso a la comunidad,4,,3,,,1,,,,2,centro comunitario,"la mayoria trabajan, se esfuerzan para salir adelante",,,no
312,437,1,renacer,san antonio,migracion por factores economicos,,mediante una asociacion social,,1998,menos de 1 año,1500,209,225,215,5,,si,fiscal,Conavi,si,si,en proceso,si,h,"Conavi, cada uno elige",no hubo abandono,no,si,,no ha habido interes en legalizar las tierras,,no,,,en tramite con la sas,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,junta de saneamiento,,100,ANDE,40,si,mas de un año,,si,4,,servicio de recolección pagado,,leña y carbón,,,,,,bueno,en algunas de las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,titulos,no,no,no,no,si,,no,15,,una pequeña reunion donde se eligio,no,no,no,no,no,no,no,no,no,si,si,aguas servidas por las calles del asentamiento,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,mas de 50 cuadras(+5 km),,,,3,2,,,,,,1,desague cloacal,no hay mucho interes en los vecinos para legalizar las tierras,,,Programa de Vivienda
311,430,11,paraiso,san antonio,migracion por factores economicos,,ocupacion ilegal,,2012,entre 2 y 3 años,2,21,320,21,14,,no,municipal,,si,si,no,si,comision vecinal,,1 año,no,si,,,en proceso,si,municipalidad,,,aprovacion registro nacional y contrato firma,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,santa clara,,100,ANDE,100,si,entre 6 meses y un año,,si,entre 3 y 6 meses,,servicio de recolección pagado,,leña y carbón,,asfalto,,ripio,,regular,únicamente en la calle principal del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,"techo, comedor, trabajos en oficios",si,no,no,no,no,,no,28,,el lista,no,si,si,no,si,no,si,no,si,no,si,,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),"proximidad del arroyo, agua servida",,1,,,,,,,,,2 alcantarillado para desembocar en el arroyo.,unidad.,,,no
310,435,1,nuevo renacer 2,san antonio,migracion por factores economicos,,mediante una asociacion social,,2006,entre 2 y 3 años,40000,112,207,112,16,,si,sas,,si,en proceso,en proceso,si,comision vecinal,,no hubo abandono,si,si,,,en proceso,si,sas,,en tramite con la sas,,no,,,,,,tambor,conexión regular,pozo comunal,,100,ANDE,100,si,mas de un año,,si,mas de un año,,servicio de recolección gratuito,,leña y carbón,,tierra,,tierra,,regular,no,,provistos por el estado,,en todas las calles del asentamiento,,si,"techo, viviendas de emergencia, fundación santa librada",52,TECHO 2011 Fundacion 2013,si,techo,pozo artesiano y viviendas de senavitat,si,no,no,si,no,,no,14,,asamblea,si,no,no,no,no,no,si,no,no,si,si,puerto terpor,entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,mas de 50 cuadras(+5 km),se encuentra cerca del rio y con barrancos muy proximos,,,,,1,3,,,,2,centro comunitario,"compra de tierras por la sas, extension electrica agua, empedrado, ayuda de techo y el municipio",,,Programa de Vivienda
309,436,1,nuevo renacer 1,san antonio,migracion por factores economicos,,ocupacion ilegal,,2006,menos de 1 año,10000,113,225,113,15,,si,sas,,si,no,en proceso,ns/nr,h,,no hubo abandono,no,si,,,,si,,"sas, municipalidad",en tramite con la sas,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,junta de saneamiento,,100,ANDE,80,si,entre 3 y 6 meses,,si,mas de un año,,servicio de recolección gratuito,,leña y carbón,,tierra,,,,regular,no,,provistos por el estado,,en todas las calles del asentamiento,,si,"sas, municipalidad, plaza, arreglo de calles",todas,1 año,si,techo,la parte de salud,si,no,no,no,no,,no,16 personas,,asamblea,si,no,no,no,no,no,si,no,si,no,si,,entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),dentro del asentamiento,mas de 50 cuadras(+5 km),"existen barrancos muy peligrosos para los niños. esta cerca del rio, cuando llueve se generan humedales se busca crear espacios verdes",,3,2,,,1,,,4,,,"ayuda de la intendencia para el plano, se realizan actividades para recaudar fondos",,,Programa de Vivienda
308,463,,nuevo horizonte,san antonio,migracion por factores economicos,,ocupacion ilegal,,2005,menos de 1 año,,43,200,42,2,,si,privada,,si,si,si,si,comision vecinal,,de 3 a 6 meses,si,si,,,propiedad privada,no,,,en tramite con la sas,,si,los propios vecinos,ns/nr,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,essap,,100,irregular,0,si,mas de un año,,no,,,servicio de recolección gratuito,,gas,,tierra,,tierra,,regular,en algunas de las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,desempleo,si,no,no,si,no,,no,42,,cada año - renuevan presidente,no,no,no,no,si,no,no,no,no,no,no,,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,a menos de 10 cuadras (1 km),,1,2,,,,,,,,,,,,,no
307,444,3,nueva amistad,san antonio,migracion por factores economicos,,ocupacion ilegal,,1990,entre 5 y 10 años,20000,,,28,28,,si,fiscal,Ocupacion de calles,no,no,no,si,un miembro del asentamiento,,no hubo abandono,no,si,,ya se ha intentado legalizar y no se ha dado resultado,,si,municipalidad,,iniciando,,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,junta de saneamiento,,100,irregular,,no,,,no,,,tira y quema,,leña y carbón,,tierra,,tierra,,malo,no,,provistos por el estado,,en algunas de las calles del asentamiento,,no,,,,no,,"techo, tekopora",si,no,no,no,no,,no,20,,por votacion,no,si,no,no,si,no,si,no,no,no,si,,a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),"estaban ubicados al costado de un arroyo, tambien sus casas estan en lugar de una calle",,,,,,,,,,1,terreno,la unidad de todos los vecinos,,,no
306,458,6,maria auxiliadora 2,san antonio,migracion por factores economicos,,mediante una asociacion social,,2008,entre 2 y 3 años,15000,63,250,63,13,,no,sas,,si,si,en proceso,si,sas,,mas de 2 años,no,si,,,en proceso,si,sas,,en tramite con la sas,,no,,,,,inodoro conectado a fosa septica,,conexión regular,senasa,,100,ANDE,100,si,entre 1 y 3 meses,,si,entre 6 meses y un año,,servicio de recolección pagado,,electricidad,,,,asfalto,,bueno,únicamente en la calle principal del barrio,,hechos por los vecinos,,en todas las calles del asentamiento,,no,,,,si,senavitat,"propgramas de viviendas, capacitacion laboral",si,no,no,no,no,,no,30,,"asamblea, fiscalizado por la municipalidad",no,no,no,no,si,no,no,no,no,no,si,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),,,,,,,,,,,,"trabajo, capacitaciones, guarderia,comedor",trabajan conjuntamente por el bien comun,,,no
305,441,,maria auxiliadora 2,san antonio,migracion por factores economicos,,ns/nr,,2006,menos de 1 año,16897,76,300,76,46,,no,sas,,si,si,si,si,un miembro del asentamiento,,1 año,si,invalid,,,,,,,,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,inodoro conectado a fosa septica,,conexión regular,aguateria privada,,100,ANDE,100,si,entre 3 y 6 meses,,si,mas de un año,,tira y quema,,gas,,ripio,,ripio,,regular,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,si,senavitat,"programas de salud,educacion",si,no,no,no,no,,no,20,,asamblea,si,no,no,no,si,no,no,si,no,no,no,,a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),,1,,2,,,,,,,,,que todos ya firamaron su cintrato y estan pagando una cuota baja,,,no
304,475,6,maría auxiliadora 1,san antonio,f,desalojo,mediante una asociacion social,,2003,menos de 1 año,11000,63,200,62,0,,no,sas,,si,en proceso,no,si,comision vecinal,,1 año,no,si,,invalid,,si,,unapa,,en proceso,si,los propios vecinos,ns/nr,para uso particular del vendedor,,inodoro conectado a fosa septica,,conexión regular,senasa,,100,ANDE,100,si,entre 6 meses y un año,,si,entre 6 meses y un año,,servicio de recolección pagado,,gas,,,,,,regular,no,,provistos por el estado,,en algunas de las calles del asentamiento,,no,,,,no,,apoyo a adolescentes y apoyo escolar,si,no,no,no,no,,no,20,,asamblea a través del municipio,no,no,no,no,si,no,si,si,no,no,si,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),dentro del asentamiento,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,a menos de 10 cuadras (1 km),dentro del asentamiento,dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),,,,,,,,,,,1,plano aprobado. regularización de titulo,"que la mayoría de los pobladores está progresando, con hijos que van al colegio y a la universidad.",,,no
303,465,7,la amistad,san antonio,migracion por factores economicos,,ocupacion ilegal,,2005,entre 5 y 10 años,40000,125,240,125,60,,si,privada,,si,si,en proceso,si,comision vecinal,,no hubo abandono,no,si,,,propiedad privada,no,,,iniciando,,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,essap,,100,irregular,0,si,entre 1 a 3 meses,,no,,,servicio de recolección gratuito,,leña y carbón,,tierra,,tierra,,regular,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,desempleo,si,no,no,no,no,,no,,,,no,no,no,no,no,no,no,no,no,no,si,,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,a menos de 10 cuadras (1 km),,,1,,,,,,,2,,,"es muy tranquilo , seguridad",,,no
302,431,11,ko'e pyahu,san antonio,migracion por factores economicos,,ocupacion ilegal,,2012,menos de 1 año,5,18,200,18,12,,no,municipal,,no,no,en proceso,si,h,,menos de 1 mes,no,si,,,en proceso,no,,,finalizando,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo privado,,santa clara,17,irregular,,si,entre 1 a 3 meses,,si,entre 6 meses y un año,,servicio de recolección pagado,,leña y carbón,,asfalto,,tierra,,regular,únicamente en la calle principal del barrio,,no,,,,si,,,mes,no,,"bnpp, salida laboral",si,no,no,no,no,,no,18,,por los vecinos,no,no,no,no,si,no,no,no,no,no,no,,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,,2,,,,1,,,,3 -,son una comunidad unida,,,no
301,464,7,ita poty,san antonio,migracion por factores economicos,,e,autarizacion de la proprietaria vencho al estado un 50 porciento,2008,entre 2 y 3 años,45000,116,200,115,78,,no,privada,,si,si,no,si,comision vecinal,,1 año,si,si,2 a 4 años,,,,,,,,si,persona encargada,mas de 1.000.000Gs,mejoras para el asentamiento,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo comunal,,,100,ANDE,100,si,mas de un año,,si,mas de un año,,tira y quema,,gas,,tierra,,tierra,,malo,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,si,construccion vivienda comprar de lotes empedrados,41,4 años,si,,mejoramiento de calle,si,no,no,no,no,,no,10,,cada año,no,no,no,no,si,no,no,no,no,no,si,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,a menos de 10 cuadras (1 km),dentro del asentamiento,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),"la basura es quemada, no se cuenta con servicio de basura, cuentan con cable de altatension",,5,1,,,4,,2,3,,,"ganas de trabajar, union vecinal, trabajo comunitario",,,no
